rating,title,content,date,author
5,"Love it, the subscription is worth every penny!","I have been using this app for about a year now, I bought the year long subscription. I was a bit hesitant on it, but overall this is the best app ever made dare I say it. I will most likely be purchasing the forever subscription. I mean heck I’d become a spokes person for this app. Let me get into it, I have a degree in photography, and I absolutely love taking my fun digicams places but I don’t like losing them or risking destroying them in this economy. So for a few dollars out of my paycheck I took the risk, and I have so many fun beautiful options that feel like the real thing, and it’s all in one app. This is the best app for pictures on the market, and if you’re hesitant in any way; in my best advice just do it because you’ll have beautiful, unique pictures that you can share with friends, and family without plugging in the SD card reader, and all that jazz. But just send them over with the click of a button because it’s all on your phone! Bonus!!!! you don’t have to spend hundreds collecting all the cameras too! Your pockets will thank you later. (Hire me to be a spokesperson jk jk I love the app though keep up the good work)",2026-02-01T09:23:15-07:00,Kevin without the N
5,Es perfecta,"Tiene muchos filtros buenos y para nada exagerados, aparte las fotos salen re buenas",2026-01-25T14:41:31-07:00,Ashlyborbon
5,🩷,Çooooooooook beğendim beni çok güzel gösteriyor,2026-01-21T00:38:05-07:00,Kitamashi
4,LOVE to share this app to friends,The only problem I have with it is premium for almost everything but trust it’s worth it and it’s better then other digi cam apps ❤️,2026-01-17T19:53:18-07:00,LOVE IT 4/5
5,Review,Very very very nice,2026-01-16T02:20:59-07:00,Mica metho
5,Abt the app,Excellent😭dreamyyy,2026-01-02T10:30:10-07:00,fixcoree
2,Why can't I set it as my iPhone 16 default for the camera button?,Simply put this is why I won't be buying this app!,2025-12-22T11:39:47-07:00,aubreypwd
3,idk,really aesthetic but i have to pay to download photos and i can’t screen shot or record it either,2025-11-21T12:05:04-07:00,review13957
5,Great app,Is takes very good quality photos,2025-10-11T18:50:52-07:00,Bri1462
3,the premium,So much premium stuff over priced but i loved what they have for free very good ! should def use the free for editing pictures and too get that old camera look but for the other stuff i think it’s just over priced,2025-09-25T13:19:09-07:00,bellabellaSOLLBERG
1,terrible,this is so bad r there even any free cameras,2025-08-10T08:04:00-07:00,i hate youtube!!!!!
5,Amazing,Such amazing app it does look like a dig cam,2025-07-17T11:57:14-07:00,nessa_v_r
5,perfect,"its really good if you dont have a digital camera cause they are very expensive now a days, its very easy to use and its free.",2025-07-07T21:50:28-07:00,alanah 🗝️
5,This is the title,"This app is so worth it if your trying to get those 2000s pictures or if you don’t have a digital camera, you don’t even have to pay you get 3-5 free pictures for each camera setting each day, if you do pay it’s so worth it just 15$ for everything it’s so worth it!!",2025-05-15T20:56:26-07:00,5★𝐑𝐨𝐫𝐨
5,5 stars or 4.30,I ABSOLUTELY LOVE this app it’s wonderful BUT I don’t really like that you can’t use it for free but it’s ok it lets you use it for free for like 15 pictures and after it asks you to pay for more pictures. I mean you can use it for lots of pictures for free. ITS AMAZING I LOVED IT!,2025-05-03T11:41:38-07:00,el teclado de Shantall
5,sigma,I LOVEEEEE THIS THIS IS SOOOO MY BESTFRIEND🤍🤍,2025-05-01T10:39:57-07:00,Jesúsbiggesttttfan
5,Best app ever,I love this app it’s so worth it!,2025-04-27T14:33:30-07:00,hobsonn n
5,Great camera full of features,"ProCCD harkens users back to the days when digital cams with a CCD sensor were all the rage. But the camera choices don’t actually stop there. Instant film, disposable camera, SLR, there are a couple of dozen options. It can be a little overwhelming at first, all the choices. But the app allows you to sort/manage the camera list so you can move your favorites to the front. 

The dev team provides updates regularly, it’s great to see consistent delivery of new cameras, films, and features. One thing I’d like to see is the ability to bypass the GUI theme and simply use full screen. Some of the cameras have smaller viewfinders so it’s a little tricky to frame a shot. 

The pictures this app creates are really amazing. There are so many ways to create some unique shots and looks, I find myself just scrolling through the many different setups and taking test shots. Part of the fun is narrowing down the styles you prefer. 

I feel like this dev also plays “fair” with the pricing model. There are a few cameras and features that are always free. You can opt to purchase (after trying) some cameras individually for $1.99. Or you can pay to be VIP. It’s $5.99 annually or $15 lifetime. I think both prices are very fair considering all of the content you’re getting. 

Big fan of the app. Great images, lots of fun looks and features, a fair pricing scheme, lots of ways to try things before you buy anything. Constant updates from the developer add to the app’s longevity. If you’re a camera lover and looking for a new way to upgrade your shooting experience I’d say there’s no reason not to download ProCCD!",2025-04-26T08:46:01-07:00,swagdrac
5,Best digital camera,My photos were amazingly professional I swear I took all my photos on this app I definitely recommend you can buy some things from the app but everything else is free!💗,2025-04-11T16:39:14-07:00,Best digi cam
5,Good concept but....,"....where is 48mp? I wanted to buy this camera but when I noticed it's only 12mp, I decided to stick with my default iphone camera app. I'll happily buy if you give us 48 or at least 24mp.",2025-04-04T20:52:18-07:00,ReallyAngryAtIdiots!
2,终身会员不能用了,之前用的android手机买了终身会员，结果现在换了苹果手机就用不了了，无语,2025-03-28T02:18:19-07:00,啊啊阿森松岛的呃呃呃
5,Best Camera App!!,"This app is absolutely adorable. There are so many choices and possibilities. I got my VIP with one purchase and it was one of the best I’ve made. My friends love it, it takes the cutest instagram worthy pictures, and there’s so many different cameras and customization options to make every picture so adorable. No complaints, best camera app I’ve used!",2025-03-17T16:24:36-07:00,peytonrates
1,Now it’s subscription?,I paid for your app and now I have to do a subscription? Refund me,2025-03-14T16:13:52-07:00,Pfbnxxcvg
5,the only filter app i use,"i love this app, there's so many filters to choose from. i love how it shows what camera it replicates. i'm going to buy a digital camera but this works so well that i'll probably continue to use it even after i get the real thing",2025-02-02T22:45:17-07:00,amhcl
5,No Need To Buy A DigiCam!,"I LOVE IT! 

I was browsing through the app and by the third camera I tested, I fell in love. Great job! I hope this app NEVER goes away.",2025-01-26T18:00:46-07:00,jethrosum
5,Lifetime Pro Member!,"wonderful digital film camera app! I truly love this app and will be using it over the original camera on my phone. I’ve tried many digital film apps before but I feel like none of them are as authentic and colorful as this one! this one doesn’t let you edit photos afterwards which I like (personal preference) and there’s just sooo many different fun inclusions, like the frames, collages, and effects. The cameras are so much fun to use and I love how they offered the lifetime membership since I really dislike subscriptions. Thank you for creating this app! I’ll be using it for my future endeavors. You guys should definitely try this out! It’s super authentic & aesthetic and I like all the options. :) keep on doing what you’re doing!! 👍🏻",2025-01-06T11:32:58-07:00,onlybyemmi
1,cute filters,the filters are really cute and actually do look like a vintage camera but i don't like that you barely have options for different filters because you have to pay for most of them.,2025-01-05T15:22:54-07:00,proopa
5,my personal experience,I love this app soooo soo so much !! i took some pictures and i love loveeeee the live feature and how it doesn’t make u inverted it’s so cute and the instructions really helped!!  although i took some live pictures without the date stamp and I just figured out how to add it but i don’t know how to add it to the old ones does anyone know how?? anyways love this so much if you don’t have a digital camera this is the best app for the same effect :3,2024-12-20T07:32:11-07:00,parisafarhad00
5,GET ITTT,i hate every other camera app bc like..u have to pay for EVERYTHING!! but this literally isn’t always pressuring you or ANYTHING and my photos look so freaking cute😭😭,2024-12-10T20:43:36-07:00,Mualanii
1,DOWNLOADED & IMMEDIATELY CHARGED??!!,WTH. was just recommended this camera app from my brother little did I know I would download the app and then receive a email receipt saying I have been charged 5.99 for the actual app without clicking or signing anything!! Not even using the app! I’m so annoyed and frustrated over this I don’t even have the money to spare let alone for a freaking camera app and on top of that how THE HE** was that able to happen. Didn’t even happen to my brother or seemingly anyone else in the reviews! Extremely p*ssed off.,2024-12-09T23:04:07-07:00,trash toilet app
5,Nawzhin-,I REALLY LOVE THIS APP I’VE ALWAYS FELT SO UGLY BUT SINCE I USE THIS APP TAKING PHOTOS OF MYSELF I FEEL PRETTY I LOVE THE ONE QHO MADE THIS APP SO MUCHHHHHH THANK YOU SO MUCH,2024-12-07T05:48:13-07:00,𝚣𝚑𝚊𝚗𝚢𝚊𝚛
4,I just wish they had more free filters,Honestly my only complaint is the fact that you have to pay for other filters like even if they had like 10 unlocked I’d be happy but that’s my only issue other than that the app is great and my photos always come out so cute☺️,2024-11-19T22:32:07-07:00,L77_Blu
5,喜欢！真的很好用、很良心的一个app！,第一次给软件评价，我也是机缘巧合下载了proccd。那个时候我犹豫要不要买一部胶卷相机或是CCD，因为我喜欢复古的感觉。在我还没有下定决心的时候我下载这个软件，然后发现ta可能比我拥有一台相机更加容易且方便。我开了终身会员哈哈哈，价格也不高。就是个很良心的app，也没有广告，真的很好用！感谢他的团队！,2024-11-18T23:48:18-07:00,esme_J1ang
5,超级喜欢！！,真的好喜欢里面的滤镜！！！,2024-11-17T06:36:12-07:00,hahjjjjjjjjjjjjjjjjjjjjjjjj
5,FREE and so pretty,"I’ve been looking for a digital cam app for a long time, i never succeeded because I wasn’t gonna pay money for that. This app has a variety of filters for free and all the photos end up looking so lovely. 10/10 recommend",2024-11-02T12:10:59-07:00,is_slater
5,🤍,The best,2024-09-22T11:33:26-07:00,ahgha
1,camera,bring back inst e for videoinggggg,2024-09-03T23:06:45-07:00,Samary aniston
5,Amazing,"Great so far, amazing digital Polaroid’s and cheap in app purchases!",2024-08-15T10:00:16-07:00,roro57188
5,Amazing 🌸,Love it so much!!,2024-07-28T15:27:46-07:00,Hana🌸Blake
5,Amazing!!!,"I absolutely love this app, i love all the features and different cameras and i hope they add more! One thing i will say that isn’t a negative but i would love to see more themes maybe even allowing a custom theme creator where you let the user create a custom ui skin and what not! And some more lighting filters would be nice! But that being said I can’t wait to see what else they add to this lovely app! Psttt! I also bought the full premium c; ~<3",2024-07-20T12:02:43-07:00,L͜͡u͜͡n͜͡a͜͡
5,I really liked it,The picture come out so cute,2024-07-18T22:25:55-07:00,Bibi/gabby
5,That 2000s nostalgia feel,If you’re looking for something to catch the feel of the 2000s late 1990s this is your app. I suggest purchasing the one time fee and all the cameras are really really good and there’s just a lot that comes with it. I don’t see it downside at all with getting this app.,2024-07-15T19:00:17-07:00,But baby
4,.,Es una de las mejores aplicaciones de cámaras que e utilizado me gusta mucho como toma las fotos como las de una cámara digital también hay diferentes estilos de fotos me gusta mucho esta aplicación es de Japón nose de donde🤣,2024-07-12T05:10:11-07:00,Alexandxrxrv
5,Super cool,I love this app these photos are super cute,2024-07-11T17:39:03-07:00,hsicjjgld
5,很好,非常好用好看好喜欢强推,2024-07-06T09:05:49-07:00,美美美美女富婆
5,Idea !!,Yall should let users see which cameras are coming soon and let the users make suggestions within the app . Also we want new themes !! And a super 8 camera !!,2024-06-16T19:28:28-07:00,Kerianys__1267
5,Amzing,I love this app so much I already bought the yearly subscription with is super cheap compared to other apps and has so many cool features and filters i love it i only bought the subscription for the beauty-filter but even just downloading  it is worth it the premium does come with cool filters tho,2024-04-29T15:29:41-07:00,SophiaRamirez846
5,SO GOOD OMG,SOOO GOOD BEST CAMERA APP EVER,2024-04-17T08:24:30-07:00,Kit 00
5,app,this app is literally so cute it elevates all my boring post and makes them look gorgeous,2024-04-09T21:33:05-07:00,kylaaaaa🧛🏻‍♀️🦄
5,THE BEST,"I give it a 10/10 bc it helps me wit
H photography",2024-01-21T00:43:54-07:00,rae rae 🏎️
4,To many additional perchases,Good app but to get the really aesthetic retro ones you have to pay money,2024-01-06T14:20:26-07:00,Buggy_cat.
4,"Good app, better with subscription",Its a good app but u cant do much without buying the subscription u can still use some cameras. But most of them are unavailable until you subscribe,2024-01-02T14:26:05-07:00,Rron hasani
5,Cutest photo app,This app is so cute and fun! There is some features that cost money but there’s a lot more tools to use to keep you busy! Love this!,2023-12-27T16:21:52-07:00,Carole6743379042
5,Love,Best camera app ever!!!!!!!!!!!!,2023-12-04T05:51:24-07:00,mimiiskii
5,Best photo app I’ve ever used,"Love the how customizable the features are, has everything I want from an analog emulation app",2023-11-28T21:54:56-07:00,photk
5,Absolutely love,I absolutely love this app I am obsessed with vintage and retro cameras and I have tons and I mean tons of cam apps on my phone and I have to say this one is one of my favorites super well done and if u like retro cameras then this app is for you and I have never had a problem with this app not one time and I have had it for about almost like 3 years now I think 🤔 anyways it is one of the best in my opinion 🤗,2023-11-24T12:14:41-07:00,ladykelley
5,Camera,Camera,2023-11-04T13:33:41-07:00,Roverp7
5,Omg,"This app is amazing, I love all the different cameras and filters. You should definitely try this app. 🤩😍",2023-09-24T12:24:44-07:00,pandacornssssssssssss
3,Review,"Good app, but wanna find it out how can I turn it off the black edge, I need some help. Wish I can show the screenshot over here.",2023-09-17T18:13:17-07:00,In-Vitro
5,Leah Cleary,Easy and good even without in app purchases,2023-08-31T19:32:51-07:00,Leah_soccer
4,🥷,Muy buena app,2023-08-11T18:22:43-07:00,🥷😸
5,amazing,i have used a lot of apps similar to this one in the past and they’re all annoying or i get tired of the way it makes my photos look. not this one. it’s so easy to use and i love how they turn out.,2023-08-02T23:00:06-07:00,sad_ramirez
4,Cool,This app is pretty cool to make regular pics more interesting. There were a lot more free cameras/filters than I thought there were. I like the layout and format as well. Has a camera and video mode where you can change the resolution. Overall pretty good compared to some other apps👍,2023-06-25T18:48:23-07:00,Cam.C33
4,One issue,"Cute app, I just bought the VIP subscription but one thing is bugging me. When I try to edit a video and place a time stamp on it, it wont save with the time stamp. :(",2023-05-17T10:31:47-07:00,bedfish
3,请联系我，,我购买了一年的会员，现在进去用vip的相机他要我花钱那个,2023-03-23T09:48:49-07:00,LiCiaoqun
1,Freezes.  Constantly.  Bummer.  Hope they can fix it.,I want to enjoy this app.  It looks so fun.  But it constantly freezes.   Hopefully they can fix it soon.,2022-09-15T20:29:17-07:00,ExtremePaperClip
1,四不像,看不懂到底是ccd还是胶片模拟，傻傻分不清楚，闪退厉害,2022-04-05T23:39:54-07:00,moekiii
